epoch;acc;loss;val_acc;val_loss
0;0.5254629629629629;1.0814511820122048;0.5061728395061729;0.702510741021898
1;0.5177469135802469;0.7447546330499061;0.49537037037037035;0.7073714269532098
2;0.5320216049382716;0.7168267008699016;0.558641975308642;0.6701221186437725
3;0.5408950617283951;0.702671621316745;0.5447530864197531;0.6786657255372883
4;0.5416666666666666;0.6884513762262132;0.5046296296296297;0.6878127050988468
5;0.5516975308641975;0.6891713819386046;0.5601851851851852;0.670587769261113
6;0.5594135802469136;0.6794156903102074;0.6003086419753086;0.6504806964485733
7;0.6176697530864198;0.6438025191978172;0.6203703703703703;0.6249120765262179
8;0.6890432098765432;0.567205478011826;0.5925925925925926;0.6353046562936571
9;0.7550154320987654;0.48590831256207123;0.6759259259259259;0.5392992308846226
10;0.8371913580246914;0.3631629685376897;0.7422839506172839;0.5671490945933778
11;0.8977623456790124;0.24654903520404556;0.8240740740740741;0.3985914631666225
12;0.9182098765432098;0.19994916527727505;0.941358024691358;0.1362304264150652
13;0.9521604938271605;0.12034643595509323;0.9537037037037037;0.10827095915827854
14;0.9533179012345679;0.12174135003307904;0.9845679012345679;0.05302502021745399
15;0.9695216049382716;0.083004651516446;0.9922839506172839;0.02764986282111042
16;0.9510030864197531;0.1286932747512136;0.9737654320987654;0.07906509054836208
17;0.9575617283950617;0.10660225421443213;0.9830246913580247;0.05426140004814959
18;0.9776234567901234;0.0613308736399092;0.9938271604938271;0.02397099330684998
19;0.9733796296296297;0.07754729442114447;0.9953703703703703;0.025250265778999567
20;0.9853395061728395;0.04319036786335256;0.9938271604938271;0.022228875181301393
21;0.9857253086419753;0.03655686092499735;0.9969135802469136;0.014713690782908672
22;0.9799382716049383;0.04701278085014093;1.0;0.007564200775016582
23;0.9868827160493827;0.03727631790191223;1.0;0.008414537532874498
24;0.9845679012345679;0.04646955374958867;1.0;0.003396681665132443
25;0.9891975308641975;0.029430588374228215;0.9984567901234568;0.006963567095765568
26;0.9787808641975309;0.05649027895372085;0.9969135802469136;0.010467297858364569
27;0.9915123456790124;0.029625680489842147;1.0;0.005055962418591213
28;0.9945987654320988;0.01725985788787646;0.9969135802469136;0.010785703277504603
29;0.9930555555555556;0.019507785897413095;0.9969135802469136;0.01610725307905397
30;0.9891975308641975;0.03137110867595047;0.9969135802469136;0.011384694785383433
31;0.9849537037037037;0.04880899996288339;1.0;0.001244396218141817
32;0.9922839506172839;0.030115401368720433;0.9984567901234568;0.0038933772252395427
33;0.9907407407407407;0.027267456254821246;0.9984567901234568;0.006565571985032157
34;0.9953703703703703;0.012302125217199015;0.9984567901234568;0.004481605620067394
35;0.9884259259259259;0.03422077533145461;1.0;0.004629165841587015
36;0.9972993827160493;0.009309245623053694;1.0;0.004787501903738752
37;0.9907407407407407;0.026604399561260778;1.0;0.0013015530714233416
38;0.9857253086419753;0.03400539679431645;0.9922839506172839;0.022400450765012972
39;0.9934413580246914;0.017520501893316432;0.9938271604938271;0.010986648632830493
40;0.9895833333333334;0.027748040299892085;1.0;0.0014571700601854788
41;0.9930555555555556;0.018729072502762314;1.0;0.0007997433414947195
42;0.996141975308642;0.010891524996022332;1.0;0.0016867093918462059
43;0.9976851851851852;0.007678690909171093;1.0;0.0005471569186452312
44;0.9972993827160493;0.006741791771861963;1.0;0.0008360397148043162
45;0.9918981481481481;0.028932822273255613;1.0;0.0011502055090260664
46;0.9938271604938271;0.021483099995209528;0.9984567901234568;0.0033290225735779838
47;0.9949845679012346;0.012555242261149954;1.0;0.0003427793181451565
48;0.9957561728395061;0.014630703988541988;0.9984567901234568;0.004801533735212335
49;0.9949845679012346;0.011915906138722081;1.0;0.0026386174932263706
50;0.9930555555555556;0.023150039512164555;1.0;0.0006842800542887553
51;0.9953703703703703;0.011821403148927363;1.0;0.0005335570208711224
52;0.9949845679012346;0.014642698402661906;1.0;0.002878785041143545
53;0.9938271604938271;0.016445409169226665;0.9938271604938271;0.018136553274540168
54;0.9945987654320988;0.01588754196943907;1.0;0.0002780348478479959
55;0.9969135802469136;0.015606328977484714;1.0;0.0009554291089971454
56;0.9965277777777778;0.009608086642098593;0.9953703703703703;0.01611013808746133
57;0.9926697530864198;0.024158185753088972;1.0;0.0006164203407675858
58;0.9957561728395061;0.015340425692256535;1.0;0.0022705822280661295
59;0.9965277777777778;0.01550772278214599;1.0;0.0006197272462340612
60;0.9988425925925926;0.0043523303206824;1.0;0.0016873111782525698
61;0.9945987654320988;0.013784306998744526;1.0;0.0004444401115955613
62;0.998070987654321;0.006773006760424862;1.0;0.00043375156478282686
63;0.9957561728395061;0.012436382569238746;0.9953703703703703;0.007722065874371832
64;0.9934413580246914;0.019195787999412885;1.0;0.00024021633036940283
65;0.9965277777777778;0.008706463424925774;1.0;0.0009047960145359731
66;0.9930555555555556;0.030277409434451508;1.0;0.0004339099286824668
67;0.9953703703703703;0.015659300249072982;1.0;0.0002331057049155384
68;0.9965277777777778;0.01122742132057749;1.0;0.0012636133224554844
69;0.9915123456790124;0.019832609770269807;0.9984567901234568;0.0024643654634906222
70;0.9988425925925926;0.004927618759431683;1.0;0.0007918774378235811
71;0.9988425925925926;0.0041423126580114366;1.0;0.0008354714986200443
72;0.9938271604938271;0.027866195375713967;0.9984567901234568;0.0060995891917964735
73;0.9953703703703703;0.01763430218694973;1.0;0.00050903212306849
74;0.998070987654321;0.00511761019971278;1.0;0.0004977948854069062
75;0.9984567901234568;0.004573908423273319;1.0;0.0007005896520246254
76;0.998070987654321;0.006383973450924938;1.0;0.0004138528963778052
77;0.9988425925925926;0.0043561105096025;1.0;0.0009513597988525699
78;0.9965277777777778;0.00896764678724521;1.0;0.00029548495885268057
79;0.9957561728395061;0.010466868874150097;1.0;0.0007033986445448034
80;0.9949845679012346;0.016117843682709295;1.0;0.0005898821174003073
81;0.9988425925925926;0.0033699993867814535;1.0;0.000274736868342177
82;0.9988425925925926;0.00432144188716623;1.0;0.0006038754824354934
83;0.9988425925925926;0.0032081712132468157;1.0;0.0008834206044490584
84;0.9996141975308642;0.002791705426807592;1.0;0.00035793914025536065
85;0.9976851851851852;0.007775705792803126;1.0;0.001276953356444036
86;0.9969135802469136;0.005474314700552932;1.0;0.0004495739530534312
87;0.9953703703703703;0.01886054567356488;1.0;0.001151689395143236
88;0.9957561728395061;0.014157269930836736;1.0;0.0007297661938865632
89;0.9976851851851852;0.007178426779888962;1.0;0.0001453982612949044
90;0.9984567901234568;0.0038574275857959713;1.0;0.00020499799343115453
91;0.9976851851851852;0.007949742677519708;1.0;0.00042503595481613033
92;0.9984567901234568;0.003803682276294102;1.0;0.00010928771681788189
93;0.9953703703703703;0.01114262995030701;1.0;0.00013464516771616926
94;0.9972993827160493;0.006758161420372392;1.0;0.00023757820127210283
95;0.9972993827160493;0.013482813145588121;1.0;0.00031779249853391295
96;0.9984567901234568;0.0036267108700856086;1.0;0.0015574685628283156
97;0.9988425925925926;0.0034169639726040536;1.0;0.0011426278933826055
98;0.9988425925925926;0.0031741082010680825;1.0;8.609528782699272e-05
99;0.998070987654321;0.009751512261315149;0.9984567901234568;0.0017994373729662194
